Brand,Store Number,Ownership Type,City,State/Province,Country,Postcode,Longitude,Latitude,New_Country_Code,Avg_Temp_celcius,Continent
Starbucks,11083-104088,Company Owned,Birmingham,AL,US,35209,-86.83,33.45,USA,7.939524,North America
Starbucks,3478-92800,Company Owned,Birmingham,AL,US,35242,-86.67,33.42,USA,7.939524,North America
Starbucks,78059-106248,Licensed,Birmingham,AL,US,35209,-86.78,33.46,USA,7.939524,North America
Starbucks,25845-235684,Licensed,Birmingham,AL,US,35233,-86.81,33.5,USA,7.939524,North America
Starbucks,70067-133044,Licensed,Birmingham,AL,US,35203,-86.81,33.5,USA,7.939524,North America
Starbucks,23642-225124,Company Owned,Birmingham,AL,US,35223,-86.8,33.51,USA,7.939524,North America
Starbucks,22706-222686,Licensed,Birmingham,AL,US,35212,-86.75,33.56,USA,7.939524,North America
Starbucks,75268-97436,Licensed,Birmingham,AL,US,35205,-86.79,33.51,USA,7.939524,North America
Starbucks,13703-107628,Company Owned,Birmingham,AL,US,35216,-86.81,33.4,USA,7.939524,North America
Starbucks,6964-86620,Company Owned,Birmingham,AL,US,35244,-86.81,33.37,USA,7.939524,North America
Starbucks,8396-28812,Company Owned,Birmingham,AL,US,35205,-86.8,33.5,USA,7.939524,North America
Starbucks,72615-22327,Licensed,Birmingham,AL,US,35235,-86.64,33.6,USA,7.939524,North America
Starbucks,17221-169985,Company Owned,Cullman,AL,US,35055,-86.84,34.15,USA,7.939524,North America
Starbucks,13211-104121,Company Owned,Daphne,AL,US,36526,-87.91,30.65,USA,7.939524,North America
Starbucks,76832-97609,Licensed,Decatur,AL,US,35601,-86.96,34.59,USA,7.939524,North America
Starbucks,13704-107959,Company Owned,Decatur,AL,US,35603,-87.0,34.56,USA,7.939524,North America
Starbucks,76742-95745,Licensed,Dothan,AL,US,36303,-85.45,31.27,USA,7.939524,North America
Starbucks,17646-153585,Licensed,Florence,AL,US,35632,-87.68,34.8,USA,7.939524,North America
Starbucks,20271-202065,Company Owned,Florence,AL,US,35630,-87.64,34.84,USA,7.939524,North America
Starbucks,9971-96354,Company Owned,Foley,AL,US,36535,-87.68,30.38,USA,7.939524,North America
Starbucks,76843-111224,Licensed,Fultondale,AL,US,35068,-86.81,33.61,USA,7.939524,North America
Starbucks,23672-230991,Licensed,Gadsden,AL,US,35904,-86.08,33.99,USA,7.939524,North America
Starbucks,23630-227625,Company Owned,Gardendale,AL,US,35071,-86.82,33.65,USA,7.939524,North America
Starbucks,76584-99835,Licensed,Gulf Shores,AL,US,36542,-87.68,30.3,USA,7.939524,North America
Starbucks,18944-175726,Licensed,Homewood,AL,US,35209,-86.77,33.47,USA,7.939524,North America
Starbucks,24032-228009,Company Owned,Hoover,AL,US,35244,-86.85,33.36,USA,7.939524,North America
Starbucks,6965-85181,Company Owned,Hoover,AL,US,35242,-86.7,33.42,USA,7.939524,North America
Starbucks,5108-145307,Licensed,Hoover,AL,US,35226,-86.83,33.4,USA,7.939524,North America
Teavana,28311-249956,Company Owned,Hoover,AL,US,35244,-86.81,33.38,USA,7.939524,North America
Starbucks,8488-38759,Company Owned,Hoover,AL,US,35244,-86.81,33.38,USA,7.939524,North America
Starbucks,10127-99686,Company Owned,Huntsville,AL,US,35801,-86.59,34.77,USA,7.939524,North America
Starbucks,72653-48479,Licensed,Huntsville,AL,US,35802,-86.55,34.68,USA,7.939524,North America
Starbucks,9543-97230,Company Owned,Huntsville,AL,US,35802,-86.57,34.69,USA,7.939524,North America
Starbucks,9507-96863,Company Owned,Huntsville,AL,US,35801,-86.58,34.72,USA,7.939524,North America
Starbucks,12493-152666,Licensed,Huntsville,AL,US,35806,-86.71,34.75,USA,7.939524,North America
Starbucks,72635-32262,Licensed,Huntsville,AL,US,35806,-86.68,34.74,USA,7.939524,North America
Starbucks,10062-99521,Company Owned,Huntsville,AL,US,35801,-86.6,34.74,USA,7.939524,North America
Starbucks,11428-104120,Company Owned,Madison,AL,US,35758,-86.74,34.75,USA,7.939524,North America
Starbucks,48885-260445,Licensed,Madison,AL,US,35758,-86.75,34.71,USA,7.939524,North America
Starbucks,16910-165028,Licensed,Madison,AL,US,35758,-86.76,34.75,USA,7.939524,North America
Starbucks,19891-192724,Licensed,Mobile,AL,US,36688,-88.18,30.7,USA,7.939524,North America
Starbucks,9970-97273,Company Owned,Mobile,AL,US,36606,-88.12,30.68,USA,7.939524,North America
Starbucks,11673-105401,Company Owned,Mobile,AL,US,36606,-88.12,30.67,USA,7.939524,North America
Starbucks,25695-236913,Company Owned,Mobile,AL,US,36606,-88.12,30.65,USA,7.939524,North America
Starbucks,72658-64920,Licensed,Mobile,AL,US,36695,-88.23,30.67,USA,7.939524,North America
Starbucks,11324-104129,Company Owned,Mobile,AL,US,36604,-88.07,30.68,USA,7.939524,North America
Starbucks,8724-93235,Company Owned,Mobile,AL,US,36695,-88.23,30.68,USA,7.939524,North America
Starbucks,10537-96355,Company Owned,Mobile,AL,US,36695,-88.19,30.66,USA,7.939524,North America
Starbucks,8581-86640,Company Owned,Mobile,AL,US,36608,-88.14,30.68,USA,7.939524,North America
Starbucks,10538-101306,Company Owned,Mobile,AL,US,36608,-88.13,30.7,USA,7.939524,North America
Starbucks,10772-101748,Company Owned,Montgomery,AL,US,36117,-86.18,32.38,USA,7.939524,North America
Starbucks,21849-215404,Licensed,Montgomery,AL,US,36117,-86.16,32.36,USA,7.939524,North America
Starbucks,3426-240988,Company Owned,Montgomery,AL,US,36106,-86.22,32.36,USA,7.939524,North America
Starbucks,9809-97244,Company Owned,Montgomery,AL,US,36106,-86.26,32.35,USA,7.939524,North America
Starbucks,2960-85962,Company Owned,Montgomery,AL,US,36117,-86.17,32.36,USA,7.939524,North America
Starbucks,10771-102253,Company Owned,Montgomery,AL,US,36116,-86.18,32.34,USA,7.939524,North America
Starbucks,8418-41260,Company Owned,Mountain Brook,AL,US,35223,-86.77,33.48,USA,7.939524,North America
Starbucks,76396-80263,Licensed,Opelika,AL,US,36801,-85.41,32.62,USA,7.939524,North America
Starbucks,25201-233569,Licensed,Opelika,AL,US,36801,-85.37,32.64,USA,7.939524,North America
Starbucks,9544-97240,Company Owned,Opelika,AL,US,36801,-85.4,32.62,USA,7.939524,North America
Starbucks,24727-236464,Company Owned,Orange Beach,AL,US,36561,-87.59,30.27,USA,7.939524,North America
Starbucks,76606-101463,Licensed,Oxford,AL,US,36203,-85.78,33.61,USA,7.939524,North America
Starbucks,9738-97528,Company Owned,Oxford,AL,US,36203,-85.83,33.61,USA,7.939524,North America
Starbucks,20585-202066,Company Owned,Prattville,AL,US,36066,-86.39,32.46,USA,7.939524,North America
Starbucks,76796-108570,Licensed,Prattville,AL,US,36066,-86.43,32.47,USA,7.939524,North America
Starbucks,10249-96359,Company Owned,Spanish Fort,AL,US,36527,-87.85,30.67,USA,7.939524,North America
Starbucks,3453-93234,Company Owned,Trussville,AL,US,35235,-86.65,33.6,USA,7.939524,North America
Starbucks,72121-3608,Licensed,Tuscaloosa,AL,US,35487,-87.55,33.21,USA,7.939524,North America
Starbucks,13482-94577,Company Owned,Tuscaloosa,AL,US,35404,-87.53,33.2,USA,7.939524,North America
Starbucks,72668-65003,Licensed,Tuscaloosa,AL,US,35404,-87.51,33.2,USA,7.939524,North America
Starbucks,48066-207044,Licensed,Tuscaloosa,AL,US,35401,-87.55,33.21,USA,7.939524,North America
Starbucks,9587-97243,Company Owned,Vestavia Hills,AL,US,35243,-86.74,33.46,USA,7.939524,North America
Starbucks,8560-79440,Company Owned,Vestavia Hills,AL,US,35216,-86.79,33.45,USA,7.939524,North America
Starbucks,20651-205405,Licensed,Arkadelphia,AR,US,71999,-93.06,34.13,USA,7.939524,North America
Starbucks,10991-101243,Company Owned,Benton,AR,US,72015,-92.53,34.61,USA,7.939524,North America
Starbucks,25805-223044,Licensed,Benton,AR,US,72022,-92.62,34.61,USA,7.939524,North America
Starbucks,8852-94767,Company Owned,Bentonville,AR,US,72712,-94.21,36.36,USA,7.939524,North America
Starbucks,13462-107100,Company Owned,Bentonville,AR,US,72712,-94.2,36.34,USA,7.939524,North America
Starbucks,27606-244627,Company Owned,Bentonville,AR,US,72719,-94.25,36.36,USA,7.939524,North America
Starbucks,76683-102489,Licensed,Bryant,AR,US,72022,-92.53,34.6,USA,7.939524,North America
Starbucks,9810-98145,Company Owned,Conway,AR,US,72032,-92.42,35.09,USA,7.939524,North America
Starbucks,70039-116729,Licensed,Conway,AR,US,72035,-92.45,35.08,USA,7.939524,North America
Starbucks,76225-88902,Licensed,Conway,AR,US,72032,-92.39,35.08,USA,7.939524,North America
Starbucks,9811-98146,Company Owned,Conway,AR,US,72032,-92.44,35.11,USA,7.939524,North America
Starbucks,75494-107197,Licensed,Fayetteville,AR,US,72701,-94.18,36.07,USA,7.939524,North America
Starbucks,17955-176365,Company Owned,Fayetteville,AR,US,72701,-94.19,36.06,USA,7.939524,North America
Starbucks,24570-233804,Company Owned,Fayetteville,AR,US,72704,-94.21,36.08,USA,7.939524,North America
Starbucks,10483-91426,Company Owned,Fayetteville,AR,US,72703,-94.15,36.12,USA,7.939524,North America
Starbucks,7969-94774,Company Owned,Fort Smith,AR,US,72903,-94.36,35.36,USA,7.939524,North America
Starbucks,76995-129147,Licensed,Ft. Smith,AR,US,72903,-94.39,35.34,USA,7.939524,North America
Starbucks,21675-208464,Licensed,Ft. Smith,AR,US,72913,-94.35,35.35,USA,7.939524,North America
Starbucks,8782-85860,Company Owned,Hot Springs,AR,US,71913,-93.06,34.46,USA,7.939524,North America
Starbucks,11215-103991,Company Owned,Jacksonville,AR,US,72076,-92.11,34.89,USA,7.939524,North America
Starbucks,19149-193825,Company Owned,Jonesboro,AR,US,72401,-90.67,35.82,USA,7.939524,North America
Starbucks,48622-262264,Licensed,Jonesboro,AR,US,72401,-90.68,35.84,USA,7.939524,North America
Starbucks,29765-255204,Company Owned,Jonesboro,AR,US,72401,-90.71,35.82,USA,7.939524,North America
Starbucks,76486-93022,Licensed,Jonesboro,AR,US,72401,-90.67,35.82,USA,7.939524,North America
Starbucks,28984-247347,Company Owned,Little Rock,AR,US,72209,-92.41,34.66,USA,7.939524,North America
Starbucks,48764-205406,Licensed,Little Rock,AR,US,72201,-92.27,34.75,USA,7.939524,North America
Starbucks,8583-79243,Company Owned,Little Rock,AR,US,72211,-92.4,34.75,USA,7.939524,North America
Teavana,28604-249870,Company Owned,Little Rock,AR,US,72205,-92.34,34.75,USA,7.939524,North America
Starbucks,11216-103550,Company Owned,Little Rock,AR,US,72227,-92.38,34.76,USA,7.939524,North America
Starbucks,8579-84082,Company Owned,Little Rock,AR,US,72207,-92.36,34.77,USA,7.939524,North America
Starbucks,75684-84361,Licensed,Little Rock,AR,US,72202,-92.22,34.73,USA,7.939524,North America
Starbucks,70011-120025,Licensed,Little Rock,AR,US,72202,-92.22,34.73,USA,7.939524,North America
Starbucks,10484-101095,Company Owned,Little Rock,AR,US,72205,-92.34,34.75,USA,7.939524,North America
Starbucks,19456-176367,Company Owned,Little Rock,AR,US,72223,-92.45,34.76,USA,7.939524,North America
Starbucks,9048-151745,Licensed,Little Rock,AR,US,72205,-92.34,34.75,USA,7.939524,North America
Starbucks,11431-104464,Company Owned,Little Rock,AR,US,72201,-92.28,34.74,USA,7.939524,North America
Starbucks,10580-101596,Company Owned,Little Rock,AR,US,72207,-92.34,34.77,USA,7.939524,North America
Starbucks,76960-129148,Licensed,Little Rock,AR,US,72211,-92.41,34.75,USA,7.939524,North America
Starbucks,10657-100879,Company Owned,Little Rock,AR,US,72223,-92.42,34.8,USA,7.939524,North America
Starbucks,24964-239005,Company Owned,Little Rock,AR,US,72212,-92.4,34.77,USA,7.939524,North America
Starbucks,3883-108573,Licensed,"Little Rock,",AR,US,72099,-92.15,34.9,USA,7.939524,North America
Starbucks,11709-104595,Company Owned,Maumelle,AR,US,72113,-92.4,34.85,USA,7.939524,North America
Starbucks,28934-248986,Licensed,Mountain Home,AR,US,72653,-92.37,36.35,USA,7.939524,North America
Starbucks,25530-239094,Company Owned,North Little Rock,AR,US,72116,-92.23,34.82,USA,7.939524,North America
Starbucks,9813-97844,Company Owned,North LIttle Rock,AR,US,72116,-92.25,34.8,USA,7.939524,North America
Starbucks,10422-100877,Company Owned,Rogers,AR,US,72756,-94.18,36.33,USA,7.939524,North America
Starbucks,70343-138924,Licensed,Rogers,AR,US,72758,-94.17,36.3,USA,7.939524,North America
Starbucks,10485-100878,Company Owned,Rogers,AR,US,72758,-94.15,36.28,USA,7.939524,North America
Starbucks,18208-176368,Company Owned,Rogers,AR,US,72758,-94.18,36.31,USA,7.939524,North America
Starbucks,11743-104981,Company Owned,Russellville,AR,US,72802,-93.11,35.28,USA,7.939524,North America
Starbucks,17694-116730,Licensed,Searcy,AR,US,72149,-91.73,35.25,USA,7.939524,North America
Starbucks,25831-241311,Company Owned,Searcy,AR,US,72143,-91.69,35.25,USA,7.939524,North America
Starbucks,29087-251505,Company Owned,Springdale,AR,US,72762,-94.18,36.18,USA,7.939524,North America
Starbucks,20391-179504,Company Owned,Texarkana,AR,US,71854,-94.04,33.46,USA,7.939524,North America
Starbucks,26672-244125,Company Owned,Van Buren,AR,US,72956,-94.36,35.47,USA,7.939524,North America
Starbucks,21989-106025,Licensed,Anthem,AZ,US,85086,-112.13,33.84,USA,7.939524,North America
Starbucks,6581-67540,Company Owned,Anthem,AZ,US,85086,-112.14,33.87,USA,7.939524,North America
Starbucks,14177-106635,Company Owned,Anthem,AZ,US,85086,-112.13,33.84,USA,7.939524,North America
Starbucks,3765-148824,Licensed,Apache Junction,AZ,US,85120,-111.55,33.41,USA,7.939524,North America
Starbucks,9862-97880,Company Owned,Apache Junction,AZ,US,85120,-111.57,33.42,USA,7.939524,North America
Starbucks,47792-257948,Licensed,Avondale,AZ,US,85392,-112.34,33.46,USA,7.939524,North America
Starbucks,6779-78100,Company Owned,Avondale,AZ,US,85392,-112.28,33.46,USA,7.939524,North America
Starbucks,9415-96478,Company Owned,Avondale,AZ,US,85323,-112.31,33.43,USA,7.939524,North America
Starbucks,6690-75361,Company Owned,Avondale,AZ,US,85392,-112.29,33.49,USA,7.939524,North America
Starbucks,3923-145470,Licensed,Benson,AZ,US,85602,-110.31,31.97,USA,7.939524,North America
Starbucks,79633-111085,Licensed,Bisbee,AZ,US,85603,-109.92,31.4,USA,7.939524,North America
Starbucks,21316-211384,Licensed,Buckeye,AZ,US,85326,-112.56,33.43,USA,7.939524,North America
Starbucks,74292-74769,Licensed,Bullhead City,AZ,US,86442,-114.59,35.12,USA,7.939524,North America
Starbucks,76879-121628,Licensed,Bullhead City,AZ,US,86442,-114.59,35.05,USA,7.939524,North America
Starbucks,8105-95016,Company Owned,Camp Verde,AZ,US,86322,-111.88,34.58,USA,7.939524,North America
Starbucks,73896-103689,Licensed,Camp Verde,AZ,US,86322,-111.86,34.57,USA,7.939524,North America
Starbucks,47139-256164,Licensed,CAREFREE,AZ,US,85377,-111.92,33.82,USA,7.939524,North America
Starbucks,74398-83385,Licensed,Casa Grande,AZ,US,85122,-111.74,32.9,USA,7.939524,North America
Starbucks,11217-103791,Company Owned,Casa Grande,AZ,US,85122,-111.72,32.88,USA,7.939524,North America
Starbucks,73946-106028,Licensed,Casa Grande,AZ,US,85122,-111.76,32.93,USA,7.939524,North America
Starbucks,73847-106042,Licensed,Cave Creek,AZ,US,85331,-111.98,33.8,USA,7.939524,North America
Starbucks,6582-243618,Company Owned,Cave Creek,AZ,US,85331,-111.97,33.8,USA,7.939524,North America
Starbucks,22006-106706,Licensed,Cave Creek,AZ,US,85331,-111.99,33.75,USA,7.939524,North America
Starbucks,48890-245841,Licensed,Chandler,AZ,US,85249,-111.8,33.22,USA,7.939524,North America
Starbucks,11984-104952,Company Owned,Chandler,AZ,US,85224,-111.89,33.32,USA,7.939524,North America
Starbucks,5907-35120,Company Owned,Chandler,AZ,US,85225,-111.86,33.35,USA,7.939524,North America
Starbucks,5974-40479,Company Owned,Chandler,AZ,US,85226,-111.9,33.3,USA,7.939524,North America
Starbucks,29379-251913,Company Owned,Chandler,AZ,US,85249,-111.79,33.25,USA,7.939524,North America
Starbucks,17721-165444,Company Owned,Chandler,AZ,US,85286,-111.84,33.25,USA,7.939524,North America
Teavana,28207-249841,Company Owned,CHANDLER,AZ,US,85226,-111.9,33.31,USA,7.939524,North America
Starbucks,74493-96793,Licensed,Chandler,AZ,US,85248,-111.86,33.23,USA,7.939524,North America
Starbucks,6722-71281,Company Owned,Chandler,AZ,US,85226,-111.95,33.31,USA,7.939524,North America
Starbucks,11889-105156,Company Owned,Chandler,AZ,US,85249,-111.79,33.23,USA,7.939524,North America
Starbucks,73701-106036,Licensed,Chandler,AZ,US,85249,-111.73,33.22,USA,7.939524,North America
Starbucks,74805-98888,Licensed,Chandler,AZ,US,85225,-111.82,33.32,USA,7.939524,North America
Starbucks,5448-238024,Company Owned,Chandler,AZ,US,85224,-111.88,33.3,USA,7.939524,North America
Starbucks,20381-204925,Company Owned,Chandler,AZ,US,85224,-111.86,33.31,USA,7.939524,North America
Starbucks,20336-204609,Licensed,Chandler,AZ,US,85226,-111.9,33.3,USA,7.939524,North America
Starbucks,6635-63359,Company Owned,Chandler,AZ,US,85226,-111.91,33.32,USA,7.939524,North America
Starbucks,8975-95098,Company Owned,Chandler,AZ,US,85286,-111.84,33.29,USA,7.939524,North America
Starbucks,15775-153907,Licensed,Chandler,AZ,US,85248,-111.84,33.25,USA,7.939524,North America
Starbucks,6560-64619,Company Owned,Chandler,AZ,US,85248,-111.86,33.26,USA,7.939524,North America
Starbucks,72536-102068,Licensed,Chandler,AZ,US,85249,-111.79,33.23,USA,7.939524,North America
Starbucks,22030-214184,Licensed,Chandler,AZ,US,85286,-111.86,33.28,USA,7.939524,North America
Starbucks,73578-74774,Licensed,Chandler,AZ,US,85249,-111.79,33.22,USA,7.939524,North America
Starbucks,79796-111048,Licensed,Chandler,AZ,US,85224,-111.86,33.3,USA,7.939524,North America
Starbucks,5898-35199,Company Owned,Chandler,AZ,US,85226,-111.97,33.32,USA,7.939524,North America
Starbucks,15746-160304,Company Owned,Chandler,AZ,US,85226,-111.93,33.32,USA,7.939524,North America
Starbucks,22183-214187,Licensed,Chandler,AZ,US,85226,-111.93,33.3,USA,7.939524,North America
Starbucks,6885-82582,Company Owned,Chandler,AZ,US,85224,-111.88,33.34,USA,7.939524,North America
Starbucks,74416-88963,Licensed,Chino Valley,AZ,US,86323,-112.45,34.76,USA,7.939524,North America
Starbucks,70318-136608,Licensed,Coolidge,AZ,US,85128,-111.52,32.99,USA,7.939524,North America
Starbucks,74411-82504,Licensed,Cottonwood,AZ,US,86326,-112.01,34.73,USA,7.939524,North America
Starbucks,79536-101003,Licensed,Flagstaff,AZ,US,86004,-111.62,35.22,USA,7.939524,North America
Starbucks,25697-103428,Licensed,Flagstaff,AZ,US,86001,-111.67,35.18,USA,7.939524,North America
Starbucks,70023-117805,Licensed,Flagstaff,AZ,US,86011,-111.66,35.19,USA,7.939524,North America
Starbucks,17806-185724,Licensed,Flagstaff,AZ,US,86001,-111.65,35.18,USA,7.939524,North America
Starbucks,74227-59039,Licensed,Flagstaff,AZ,US,86001,-111.66,35.19,USA,7.939524,North America
Starbucks,9624-96090,Company Owned,Flagstaff,AZ,US,86001,-111.66,35.19,USA,7.939524,North America
Starbucks,79552-96791,Licensed,Flagstaff,AZ,US,86004,-111.58,35.23,USA,7.939524,North America
Starbucks,5988-211704,Company Owned,Flagstaff,AZ,US,86001,-111.63,35.2,USA,7.939524,North America
Starbucks,76430-97574,Licensed,Flagstaff,AZ,US,86001,-111.66,35.18,USA,7.939524,North America
Starbucks,23523-230691,Licensed,Flagstaff,AZ,US,86001,-111.63,35.19,USA,7.939524,North America
Starbucks,79659-107241,Licensed,Florence,AZ,US,85132,-111.49,33.06,USA,7.939524,North America
Starbucks,78098-106795,Licensed,Fort Huachuca,AZ,US,85613,-110.36,31.55,USA,7.939524,North America
Starbucks,25967-242726,Licensed,Fort Mohave,AZ,US,86426,-114.6,35.02,USA,7.939524,North America
Starbucks,74975-101172,Licensed,Fort Mohave,AZ,US,86426,-114.6,35.02,USA,7.939524,North America
Starbucks,5586-1312,Company Owned,Fountain Hills,AZ,US,85268,-111.73,33.61,USA,7.939524,North America
Starbucks,74539-65039,Licensed,Fountain Hills,AZ,US,85268,-111.73,33.61,USA,7.939524,North America
Starbucks,20344-204610,Licensed,Fountain Hills,AZ,US,85268,-111.72,33.57,USA,7.939524,North America
Starbucks,76302-96624,Licensed,Gilbert,AZ,US,85297,-111.79,33.28,USA,7.939524,North America
Starbucks,7137-150410,Licensed,Gilbert,AZ,US,85297,-111.72,33.29,USA,7.939524,North America
Starbucks,19282-181688,Company Owned,Gilbert,AZ,US,85296,-111.74,33.3,USA,7.939524,North America
Starbucks,22387-167244,Licensed,Gilbert,AZ,US,85295,-111.79,33.3,USA,7.939524,North America
Starbucks,73540-53499,Licensed,Gilbert,AZ,US,85296,-111.81,33.34,USA,7.939524,North America
Starbucks,25972-237346,Licensed,Gilbert,AZ,US,85233,-111.81,33.33,USA,7.939524,North America
Starbucks,23573-230686,Licensed,Gilbert,AZ,US,85295,-111.72,33.29,USA,7.939524,North America
Starbucks,70372-127124,Licensed,Gilbert,AZ,US,85295,-111.75,33.33,USA,7.939524,North America
Starbucks,19229-199644,Licensed,Gilbert,AZ,US,85204,-111.79,33.38,USA,7.939524,North America
